LINE,CNV_MYC_1,CNV_MYC_2,CNV_MYC_3,CNV_MYC_4,CNV_MYC_5,MYC_1,MYC_2,MYC_3,MYC_4,MYC_5,MIR17_1,MIR17_2,MIR17_3,MIR17_4,MIR17_5,MIR19A_1,MIR19A_2,MIR19A_3,MIR19A_4,MIR19A_5,MIR20A_1,MIR20A_2,MIR20A_3,MIR20A_4,MIR20A_5
391-1,1,2,3,4,5,46.8587,93.7162,140.572,187.427,234.281,282.063,546.535,810.999,1075.46,1339.91,14.1032,27.3268,40.55,53.7729,66.9954,120.559,233.599,346.636,459.67,572.7
392-1,1,2,3,4,5,10.8983,21.7714,32.6195,43.4428,54.2416,1078.57,2089.37,3097.85,4104.02,5107.9,25.2552,48.9234,72.5373,96.0971,119.603,284.339,550.81,816.669,1081.92,1346.57
393-1,1,2,3,4,5,13.6514,27.3023,40.9525,54.602,68.251,301.241,572.75,844.246,1115.73,1387.2,25.0368,47.6025,70.1671,92.7307,115.293,93.755,178.256,262.753,347.247,431.737
394-1,1,2,3,4,5,18.3481,36.696,55.0435,73.3908,91.7377,339.65,626.01,912.366,1198.72,1485.06,9.26153,17.07,24.8783,32.6865,40.4946,96.9788,178.742,260.504,342.265,424.024
395-1,1,2,3,4,5,1.45346,2.28426,2.93447,3.48711,3.97619,10.2206,14.2558,17.4138,20.0979,22.4734,6.24119,8.70528,10.6337,12.2728,13.7234,8.90629,12.4226,15.1745,17.5135,19.5835
396-1,1,2,3,4,5,12.293,24.0033,35.2067,45.9639,56.3243,191.299,354.154,509.959,659.558,803.638,7.19171,13.3141,19.1714,24.7955,30.212,56.3349,104.293,150.175,194.23,236.66
397-1,1,2,3,4,5,6.69129,13.3825,20.0736,26.7646,33.4554,99.6828,187.444,275.204,362.962,450.72,8.56187,16.0998,23.6376,31.1753,38.7128,224.02,421.249,618.474,815.697,1012.92
398-1,1,2,3,4,5,47.9054,95.8099,143.713,191.616,239.517,425.976,840.742,1255.5,1670.25,2084.99,10.6808,21.0806,31.4801,41.8794,52.2784,117.489,231.886,346.28,460.672,575.062
399-1,1,2,3,4,5,22.9203,45.8401,68.7595,91.6785,114.597,772.403,1521.34,2270.27,3019.18,3768.08,9.21785,18.1557,27.0934,36.0309,44.9682,173.783,342.288,510.789,679.288,847.783
400-1,1,2,3,4,5,7.57732,15.1376,22.681,30.2076,37.7175,380.897,747.959,1114.2,1479.63,1844.24,13.8237,27.1453,40.4371,53.6994,66.9322,122.074,239.715,357.092,474.208,591.064
401-1,1,2,3,4,5,19.0552,38.1076,57.1575,76.2046,95.2491,843.06,1576.92,2310.67,3044.33,3777.87,80.5381,150.644,220.74,290.826,360.903,493.029,922.196,1351.3,1780.35,2209.34
402-1,1,2,3,4,5,13.9309,27.5784,40.9592,54.0884,66.9796,510.777,1000.8,1481.25,1952.66,2415.52,43.8787,85.9745,127.248,167.745,207.507,240.647,471.515,697.872,919.971,1138.05
403-1,1,2,3,4,5,4.90244,7.47905,9.47621,11.1668,12.6596,264.776,389.071,485.413,566.968,638.981,20.0136,29.4086,36.6908,42.8553,48.2985,123.302,181.184,226.05,264.028,297.564
404-1,1,2,3,4,5,3.83301,7.65841,11.4762,15.2865,19.0894,775.467,1354.63,1932.65,2509.53,3085.28,50.2972,87.8621,125.353,162.77,200.113,234.295,409.281,583.921,758.217,932.17
405-1,1,2,3,4,5,14.3628,28.7255,43.088,57.4504,71.8125,271.526,523.342,775.155,1026.96,1278.77,6.25638,12.0586,17.8607,23.6628,29.4648,100.311,193.34,286.368,379.395,472.42
406-1,1,2,3,4,5,61.2731,122.528,183.765,244.984,306.186,976.423,1837.1,2697.52,3557.69,4417.61,38.9505,73.2836,107.607,141.92,176.223,550.148,1035.08,1519.87,2004.52,2489.02
407-1,1,2,3,4,5,16.4053,32.8101,49.2145,65.6184,82.022,291.176,562.755,834.326,1105.89,1377.45,13.6154,26.3145,39.0132,51.7116,64.4096,104.645,202.247,299.846,397.443,495.037
408-1,1,2,3,4,5,32.648,65.2883,97.921,130.546,163.164,233.894,460.063,686.178,912.241,1138.25,19.2756,37.9145,56.549,75.1792,93.805,185.704,365.273,544.8,724.285,903.729
409-1,1,2,3,4,5,31.4922,62.4984,93.0404,123.138,152.811,276.772,537.32,793.968,1046.88,1296.23,8.8601,17.2008,25.4167,33.5131,41.4952,118.979,230.983,341.31,450.034,557.222
410-1,1,2,3,4,5,31.8653,63.7293,95.5921,127.454,159.314,307.553,595.904,884.244,1172.57,1460.89,21.4086,41.4806,61.5517,81.6221,101.692,262.821,509.233,755.635,1002.03,1248.41
411-1,1,2,3,4,5,8.28015,16.56,24.8395,33.1187,41.3976,114.622,197.69,280.754,363.816,446.874,2.33129,4.02079,5.71023,7.39961,9.08893,39.826,68.6883,97.5496,126.41,155.269
412-1,1,2,3,4,5,27.7388,55.4761,83.212,110.946,138.679,332.241,643.994,955.73,1267.45,1579.15,12.4203,24.0746,35.7283,47.3814,59.0339,125.134,242.552,359.963,477.368,594.767
413-1,1,2,3,4,5,34.9588,69.133,102.573,135.325,167.428,355.246,691.038,1019.62,1341.43,1656.88,16.5595,32.212,47.5284,62.5294,77.2336,143.724,279.577,412.511,542.709,670.331
414-1,1,2,3,4,5,37.2248,73.5902,109.153,143.964,178.07,287.703,549.637,805.791,1056.53,1302.19,15.8514,30.283,44.3962,58.2111,71.7459,122.848,234.693,344.07,451.135,556.03
415-1,1,2,3,4,5,8.962,17.9225,26.8816,35.8391,44.7952,273.828,517.13,760.392,1003.61,1246.79,5.24576,9.90673,14.5669,19.2263,23.885,86.0305,162.47,238.897,315.312,391.714
416-1,1,2,3,4,5,46.535,93.0231,139.464,185.859,232.207,1124.48,2216.4,3307.22,4396.94,5485.57,32.1467,63.3623,94.5465,125.699,156.821,753.821,1485.81,2217.06,2947.58,3677.37
417-1,1,2,3,4,5,35.1883,69.0369,101.688,133.261,163.855,542.548,1043.37,1526.48,1993.63,2446.3,9.56982,18.4037,26.9251,35.165,43.1495,167.178,321.5,470.363,614.308,753.793
418-1,1,2,3,4,5,2.37003,4.61998,6.76644,8.8225,10.7987,228.075,381.103,527.092,666.932,801.341,13.0863,21.8665,30.243,38.2666,45.9786,70.5723,117.923,163.096,206.366,247.956
419-1,1,2,3,4,5,37.0653,72.5731,106.705,139.609,171.409,675.274,1287.35,1875.71,2442.9,2991.06,50.7912,96.829,141.082,183.744,224.975,389.677,742.886,1082.4,1409.71,1726.04
420-1,1,2,3,4,5,33.7364,67.4711,101.204,134.935,168.664,194.3,377.435,560.56,743.674,926.779,28.7083,55.7668,82.8239,109.88,136.934,66.3617,128.91,191.455,253.996,316.534
421-1,1,2,3,4,5,4.15932,8.31863,12.4779,16.6372,20.7965,67.1114,108.133,149.154,190.175,231.196,2.60543,4.19798,5.79053,7.38307,8.97561,3.72218,5.99733,8.27248,10.5476,12.8228
422-1,1,2,3,4,5,28.1906,56.3715,84.5425,112.704,140.855,723.425,1430.08,2136.5,2842.66,3548.59,43.8777,86.7385,129.584,172.415,215.231,214.438,423.907,633.303,842.626,1051.88
423-1,1,2,3,4,5,19.1457,38.2909,57.4356,76.5799,95.7238,464.275,897.482,1330.68,1763.86,2197.04,12.3022,23.7812,35.2599,46.7383,58.2165,172.23,332.935,493.636,654.333,815.026
424-1,1,2,3,4,5,12.0345,24.0687,36.1027,48.1365,60.17,209.452,385.109,560.762,736.412,912.058,6.68955,12.2997,17.9098,23.5198,29.1296,80.9667,148.869,216.771,284.671,352.569
425-1,1,2,3,4,5,11.175,22.3471,33.5162,44.6824,55.8457,558.971,1045.4,1531.71,2017.88,2503.93,15.5566,29.0944,42.6286,56.1592,69.6863,128.289,239.929,351.54,463.121,574.674
426-1,1,2,3,4,5,43.0751,86.1282,129.159,172.169,215.157,884.648,1754,2622.92,3491.39,4359.42,57.4008,113.809,170.189,226.54,282.863,343.279,680.624,1017.8,1354.8,1691.63
427-1,1,2,3,4,5,10.9759,21.8158,32.5245,43.1066,53.5667,563.811,1071.31,1572.68,2068.12,2557.84,15.8212,30.0624,44.1313,58.034,71.7762,163.246,310.19,455.356,598.806,740.601
428-1,1,2,3,4,5,30.0588,58.458,85.4453,111.212,135.911,405.295,765.26,1107.33,1433.94,1747,9.23959,17.4458,25.2441,32.6898,39.8268,199.857,377.362,546.042,707.096,861.474
429-1,1,2,3,4,5,128.91,256.282,382.17,506.625,629.694,1746.28,3451.01,5135.89,6801.58,8448.73,54.8605,108.416,161.348,213.677,265.423,531.397,1050.15,1562.87,2069.74,2570.98
430-1,1,2,3,4,5,18.2916,35.1085,50.7586,65.4556,79.3549,202.706,346.815,480.925,606.868,725.975,10.3639,17.7318,24.5886,31.0277,37.1174,82.6059,141.332,195.984,247.308,295.846
431-1,1,2,3,4,5,18.7487,37.4957,56.2411,74.9849,93.7271,67.2373,127.149,187.056,246.957,306.854,3.86978,7.31795,10.7658,14.2134,17.6607,27.0885,51.2257,75.3608,99.4939,123.625
432-1,1,2,3,4,5,24.4879,48.9658,73.4338,97.8919,122.34,236.906,462.162,687.327,912.4,1137.38,15.8359,30.8931,45.9442,60.9892,76.028,93.3262,182.063,270.764,359.43,448.059
433-1,1,2,3,4,5,69.1301,138.243,207.339,276.418,345.48,530.991,1035.97,1540.83,2045.56,2550.16,28.1145,54.8518,81.5825,108.307,135.024,381.234,743.793,1106.26,1468.64,1830.93
434-1,1,2,3,4,5,18.6059,37.2115,55.8169,74.4221,93.027,242.435,455.75,669.062,882.372,1095.68,6.99546,13.1506,19.3058,25.4608,31.6158,61.2518,115.146,169.04,222.933,276.826
435-1,1,2,3,4,5,22.382,44.7592,67.1316,89.4992,111.862,399.171,773.341,1147.43,1521.44,1895.37,14.4121,27.9215,41.428,54.9316,68.4323,143.249,277.525,411.773,545.991,680.181
436-1,1,2,3,4,5,27.8519,55.7019,83.5501,111.396,139.241,642.413,1261.96,1881.47,2500.94,3120.36,34.6774,68.1207,101.562,135.001,168.437,198.074,389.098,580.11,771.109,962.095
437-1,1,2,3,4,5,8.14263,16.266,24.3701,32.4553,40.5215,346.612,619.757,892.257,1164.12,1435.34,28.608,51.1523,73.6434,96.0817,118.468,151.331,270.586,389.56,508.255,626.672
438-1,1,2,3,4,5,157.058,309.849,458.705,603.913,745.731,256.348,500.405,738.175,970.12,1196.65,20.2048,39.441,58.1816,76.463,94.3175,141.013,275.265,406.058,533.648,658.257
439-1,1,2,3,4,5,26.4742,52.9443,79.4103,105.872,132.33,311.35,610.225,909.054,1207.84,1506.58,35.3374,69.2589,103.175,137.086,170.992,151.855,297.626,443.374,589.1,734.804
440-1,1,2,3,4,5,8.51074,17.0213,25.5318,34.042,42.5522,695.479,1303.3,1911.1,2518.9,3126.68,10.4754,19.6305,28.7854,37.9401,47.0946,218.195,408.887,599.577,790.262,980.944
441-1,1,2,3,4,5,47.3011,93.9389,139.94,185.331,230.135,295.99,578.781,857.713,1132.94,1404.61,13.0353,25.4893,37.7733,49.8943,61.8584,90.5725,177.106,262.459,346.678,429.809
442-1,1,2,3,4,5,8.70299,17.4006,26.0929,34.7799,43.4615,238.985,454.908,670.699,886.357,1101.88,10.9292,20.8037,30.6722,40.5347,50.391,76.99,146.551,216.069,285.544,354.977
443-1,1,2,3,4,5,119.871,239.663,359.375,479.008,598.561,724.622,1436.72,2148.35,2859.51,3570.19,18.8587,37.3915,55.912,74.4203,92.9162,429.242,851.067,1272.61,1693.88,2114.86
444-1,1,2,3,4,5,24.7174,49.3675,73.9507,98.4676,122.919,469.41,896.399,1322.23,1746.91,2170.46,22.702,43.3525,63.947,84.4859,104.97,142.832,272.756,402.328,531.551,660.427
445-1,1,2,3,4,5,23.2484,46.4857,69.7118,92.9269,116.131,485.399,930.807,1376,1820.99,2265.76,21.0028,40.2752,59.5385,78.7925,98.0374,187.158,358.897,530.554,702.128,873.621
446-1,1,2,3,4,5,17.2476,34.4944,51.7405,68.9857,86.2301,609.53,1179.75,1749.94,2320.1,2890.24,24.6963,47.7998,70.9022,94.0036,117.104,203,392.908,582.807,772.696,962.578
447-1,1,2,3,4,5,7.63609,15.2708,22.9042,30.5363,38.167,195.494,351.055,506.588,662.094,817.572,4.72208,8.47958,12.2364,15.9926,19.7481,73.507,131.999,190.48,248.951,307.412
448-1,1,2,3,4,5,39.2017,78.4033,117.605,156.806,196.008,143.272,279.437,415.602,551.766,687.93,1.07723,2.10102,3.12482,4.1486,5.17239,27.4696,53.5765,79.6834,105.79,131.897
449-1,1,2,3,4,5,19.8024,39.604,59.4049,79.2049,99.0041,230.119,446.429,662.729,879.021,1095.3,21.5549,41.8163,62.0769,82.3366,102.596,189.671,367.96,546.241,724.515,902.782
450-1,1,2,3,4,5,3.79464,6.99026,9.80403,12.3469,14.6848,201.124,329.929,443.343,545.839,640.071,19.7019,32.3195,43.4294,53.4698,62.7006,75.5242,123.892,166.48,204.968,240.353
451-1,1,2,3,4,5,15.8287,31.6422,47.4404,63.2235,78.9914,661.295,1284.09,1906.28,2527.88,3148.88,50.8471,98.7339,146.575,194.369,242.118,243.896,473.591,703.066,932.32,1161.36
452-1,1,2,3,4,5,28.8254,57.5446,86.1588,114.669,143.077,308.115,594.328,879.495,1163.63,1446.74,10.5863,20.42,30.2178,39.9801,49.7072,167.709,323.496,478.714,633.369,787.467
453-1,1,2,3,4,5,15.8694,31.7295,47.5803,63.4219,79.2543,669.047,1310.31,1951.2,2591.71,3231.86,19.6912,38.5647,57.4272,76.2787,95.1192,187.18,366.586,545.888,725.086,904.179
453-2,1,2,3,4,5,21.6641,43.2135,64.65,85.9754,107.191,440.301,848.099,1253.76,1657.32,2058.81,8.9752,17.2879,25.557,33.7832,41.9673,174.149,335.443,495.892,655.509,814.307
454-1,1,2,3,4,5,42.8115,85.6219,128.431,171.24,214.047,395.368,765.879,1136.38,1506.87,1877.36,13.0805,25.3387,37.5965,49.854,62.1112,136.713,264.83,392.944,521.055,649.163
455-1,1,2,3,4,5,4.98256,9.87247,14.6747,19.3938,24.034,605.33,1136.7,1658.54,2171.35,2675.58,38.0028,71.3623,104.124,136.318,167.974,383.905,720.902,1051.86,1377.09,1696.87
456-1,1,2,3,4,5,59.1624,118.298,177.407,236.49,295.546,477.038,930.963,1384.68,1838.2,2291.51,13.1585,25.6794,38.1947,50.7043,63.2084,153.604,299.765,445.861,591.891,737.856
457-1,1,2,3,4,5,24.2667,48.49,72.6701,96.8072,120.902,291.187,543.743,795.848,1047.5,1298.72,11.8194,22.0707,32.3038,42.5186,52.7154,118.194,220.706,323.036,425.184,527.152
458-1,1,2,3,4,5,39.1006,78.1944,117.282,156.362,195.436,771.368,1505.46,2239.43,2973.27,3706.99,29.6939,57.9529,86.2071,114.456,142.701,241.94,472.188,702.398,932.568,1162.7
459-1,1,2,3,4,5,16.0329,32.0637,48.0924,64.1189,80.1432,684.706,1346.93,2009.06,2671.1,3333.06,53.6797,105.597,157.507,209.41,261.306,477.516,939.351,1401.12,1862.84,2324.49
460-1,1,2,3,4,5,26.1095,52.2176,78.3242,104.429,130.533,810.073,1541.2,2272.28,3003.32,3734.32,22.1965,42.2297,62.2618,82.2928,102.323,206.041,392.001,577.951,763.89,949.819
461-1,1,2,3,4,5,18.4978,36.9953,55.4923,73.989,92.4853,204.696,364.035,523.371,682.704,842.033,3.1997,5.69041,8.18107,10.6717,13.1622,38.9015,69.1832,99.4643,129.745,160.025
462-1,1,2,3,4,5,13.0874,26.1725,39.2554,52.336,65.4143,457.865,884.674,1311.41,1738.07,2164.66,16.9387,32.7285,48.5156,64.3,80.0816,114.423,221.085,327.728,434.354,540.96
463-1,1,2,3,4,5,21.3903,40.6919,58.4183,74.9019,90.3724,236.291,424.796,597.919,758.903,909.994,7.01649,12.614,17.7548,22.5351,27.0216,90.8016,163.24,229.768,291.631,349.692
464-1,1,2,3,4,5,11.1029,22.1191,33.0508,43.8997,54.6677,545.569,1016.12,1483.06,1946.47,2406.42,15.8136,29.4529,42.9874,56.4195,69.7515,175.926,327.664,478.235,627.667,775.985
465-1,1,2,3,4,5,23.3986,46.4856,69.273,91.7723,113.994,1394.25,2749.65,4087.47,5408.37,6712.98,70.7847,139.597,207.517,274.578,340.812,442.941,873.542,1298.56,1718.2,2132.66
466-1,1,2,3,4,5,9.42666,18.853,28.2791,37.7048,47.1303,252.405,476.605,700.797,924.982,1149.16,17.7978,33.6067,49.4151,65.223,81.0303,81.978,154.795,227.61,300.422,373.232
467-1,1,2,3,4,5,20.1201,40.168,60.1446,80.0506,99.8867,472.419,917.98,1361.95,1804.36,2245.21,26.0436,50.6066,75.0821,99.4711,123.775,148.086,287.752,426.922,565.599,703.79
468-1,1,2,3,4,5,7.4471,14.8919,22.3343,29.7745,37.2123,284.629,541.916,799.124,1056.25,1313.3,22.4117,42.6705,62.9231,83.1694,103.409,112.058,213.353,314.615,415.847,517.047
469-1,1,2,3,4,5,14.751,29.5012,44.2507,58.9993,73.7472,278.843,526.649,774.443,1022.22,1269.99,24.4194,46.1208,67.8211,89.5203,111.218,93.3875,176.381,259.37,342.354,425.334
470-1,1,2,3,4,5,24.7817,49.0277,72.7712,96.0424,118.868,313.245,607.481,895.621,1178.03,1455.03,13.6394,26.4511,38.9973,51.2939,63.3552,133.175,258.268,380.77,500.834,618.601
471-1,1,2,3,4,5,20.1278,40.2554,60.3829,80.51,100.637,219.629,414.331,609.031,803.728,998.424,5.88528,11.1026,16.3199,21.5371,26.7543,54.8405,103.457,152.073,200.688,249.303
472-1,1,2,3,4,5,35.3512,70.6305,105.838,140.975,176.042,7417.67,14753.8,22075,29381.5,36673.4,408.532,812.572,1215.79,1618.2,2019.8,2725.37,5420.77,8110.71,10795.2,13474.4
473-1,1,2,3,4,5,39.919,79.8378,119.756,159.675,199.592,261.986,497.322,732.655,967.987,1203.32,3.42393,6.49955,9.57515,12.6507,15.7263,57.6543,109.444,161.233,213.021,264.81
474-1,1,2,3,4,5,16.3919,32.7501,49.0747,65.366,81.6242,358.585,695.43,1031.58,1367.05,1701.84,42.422,82.2722,122.041,161.728,201.335,160.883,312.013,462.833,613.345,763.551
475-1,1,2,3,4,5,40.6164,79.9887,118.225,155.417,191.648,875.445,1603.45,2310.44,2998.14,3668.05,52.8446,96.7893,139.466,180.977,221.415,219.016,401.146,578.019,750.066,917.662
476-1,1,2,3,4,5,20.6971,41.3933,62.0886,82.783,103.476,433.975,834.927,1235.86,1636.78,2037.68,23.6897,45.5767,67.4628,89.3479,111.232,69.5572,133.821,198.083,262.341,326.597
477-1,1,2,3,4,5,19.4757,32.2908,42.586,51.4389,59.3258,247.419,330.462,397.175,454.542,505.65,11.4487,15.2913,18.3783,21.0328,23.3977,80.7772,107.889,129.669,148.399,165.084
478-1,1,2,3,4,5,16.9344,33.337,49.2551,64.729,79.7942,221.624,422.877,618.183,808.041,992.883,20.5706,39.2504,57.3783,75.0005,92.157,117.791,224.755,328.558,429.466,527.708
479-1,1,2,3,4,5,5.83366,11.3524,16.6024,21.6194,26.432,400.911,752.87,1087.68,1407.64,1714.56,35.5487,66.7567,96.4447,124.815,152.029,150.094,281.862,407.211,526.998,641.902
480-1,1,2,3,4,5,67.4089,134.798,202.168,269.518,336.848,2247.59,4471.04,6693.85,8916.01,11137.5,121.03,240.76,360.456,480.117,599.742,723.853,1439.93,2155.81,2871.47,3586.92
481-1,1,2,3,4,5,9.94312,19.8836,29.8213,39.7564,49.6888,148.407,286.012,423.581,561.112,698.606,3.96001,7.6318,11.3026,14.9724,18.6413,48.0859,92.6721,137.246,181.808,226.359
482-1,1,2,3,4,5,24.5093,49.009,73.499,97.9794,122.45,283.641,532.842,781.944,1030.95,1279.85,13.8103,25.9436,38.0722,50.196,62.315,87.8191,164.975,242.1,319.195,396.259
483-1,1,2,3,4,5,42.4787,84.95,127.414,169.87,212.319,1441.19,2861.67,4281.9,5701.88,7121.62,54.6986,108.611,162.515,216.408,270.293,297.275,590.279,883.232,1176.13,1468.98
484-1,1,2,3,4,5,22.8984,45.7962,68.6933,91.5898,114.486,167.953,319.877,471.796,623.711,775.621,12.8414,24.4573,36.0728,47.688,59.3029,61.1656,116.494,171.82,227.145,282.468
485-1,1,2,3,4,5,21.0266,42.0527,63.0783,84.1034,105.128,240.66,459.425,678.185,896.94,1115.69,6.81208,13.0044,19.1966,25.3886,31.5805,71.1708,135.867,200.561,265.254,329.945
486-1,1,2,3,4,5,20.9411,41.8793,62.8145,83.7468,104.676,285.809,555.329,824.811,1094.26,1363.66,15.1964,29.5267,43.855,58.1812,72.5055,106.082,206.119,306.141,406.15,506.144
487-1,1,2,3,4,5,12.4074,19.4097,24.8805,29.527,33.6374,536.71,818.915,1039.4,1226.66,1392.31,18.0132,27.4846,34.8844,41.1693,46.729,200.602,306.08,388.487,458.478,520.394
488-1,1,2,3,4,5,49.2908,97.2182,143.889,189.398,233.828,758.631,1472.56,2167.78,2845.68,3507.5,36.8509,71.5304,105.301,138.23,170.379,281.631,546.668,804.758,1056.42,1302.11
489-1,1,2,3,4,5,6.85728,13.7126,20.5659,27.4172,34.2666,462.605,892.697,1322.67,1752.51,2182.23,30.6701,59.1846,87.6909,116.189,144.679,135.779,262.015,388.215,514.379,640.506
490-1,1,2,3,4,5,22.1508,40.1846,55.7903,69.745,82.4828,274.159,474.791,648.41,803.661,945.374,22.3026,38.6239,52.7476,65.3772,76.9054,88.6672,153.555,209.706,259.916,305.748
491-1,1,2,3,4,5,25.5263,51.0519,76.5768,102.101,127.624,166.367,313.013,459.654,606.291,752.924,8.05976,15.1641,22.2682,29.3721,36.4758,54.3731,102.301,150.227,198.152,246.075
492-1,1,2,3,4,5,36.3155,72.6291,108.941,145.251,181.559,438.786,861.215,1283.62,1706,2128.37,24.4133,47.9164,71.4183,94.919,118.418,171.301,336.215,501.121,666.019,830.907
493-1,1,2,3,4,5,26.8532,53.6992,80.538,107.37,134.194,271.572,510.109,748.582,986.99,1225.33,4.87323,9.15366,13.4329,17.711,21.988,105.528,198.219,290.885,383.526,476.142
494-1,1,2,3,4,5,18.8528,33.6844,46.3186,57.5138,67.6721,394.007,688.538,939.434,1161.75,1363.48,33.3391,58.261,79.4907,98.3023,115.372,174.576,305.076,416.242,514.747,604.129
495-1,1,2,3,4,5,10.585,21.0879,31.5108,41.8553,52.1232,372.121,705.646,1036.63,1365.12,1691.18,28.4518,53.9526,79.2589,104.375,129.305,163.223,309.518,454.696,598.783,741.804
496-1,1,2,3,4,5,43.3778,86.6992,129.965,173.174,216.328,1199.86,2176.51,3151.89,4126.02,5098.89,122.453,222.126,321.67,421.086,520.373,411.465,746.385,1080.87,1414.93,1748.55
497-1,1,2,3,4,5,40.5715,80.9103,121.02,160.906,200.57,655.27,1212.75,1767.06,2318.27,2866.42,18.061,33.4265,48.7049,63.8976,79.0061,156.429,289.512,421.841,553.428,684.286
498-1,1,2,3,4,5,14.6826,29.3207,43.9146,58.4648,72.9716,108.257,201.769,295,387.951,480.625,2.96014,5.51712,8.06639,10.608,13.1421,21.9897,40.9844,59.9219,78.8027,97.6272
499-1,1,2,3,4,5,21.0267,42.0161,62.9684,83.8838,104.762,463.171,896.312,1328.69,1760.3,2191.16,20.9617,40.5643,60.1323,79.6658,99.1649,284.191,549.957,815.252,1080.08,1344.44
500-1,1,2,3,4,5,6.66818,13.3338,19.9968,26.6573,33.3153,136.359,239.479,342.56,445.601,548.602,2.64775,4.65009,6.65166,8.65245,10.6525,60.2365,105.79,151.325,196.844,242.345
501-1,1,2,3,4,5,10.4492,20.898,31.3463,41.7941,52.2415,283.998,534.267,784.525,1034.77,1285.01,24.5271,46.1412,67.7543,89.3666,110.978,88.6417,166.756,244.866,322.974,401.077
502-1,1,2,3,4,5,18.6456,37.291,55.9361,74.581,93.2257,486.913,927.897,1368.88,1809.85,2250.82,6.6473,12.6676,18.6878,24.7079,30.728,92.3699,176.027,259.683,343.338,426.992
503-1,1,2,3,4,5,30.0949,59.1209,87.1843,114.375,140.77,876.592,1652.35,2402.39,3129.1,3834.53,35.8116,67.5038,98.1451,127.834,156.653,195.12,367.796,534.746,696.504,853.526
504-1,1,2,3,4,5,14.7013,29.0361,43.0306,56.7079,70.0888,378.281,653.07,921.335,1183.52,1440.02,15.7187,27.137,38.2843,49.1789,59.8373,249.825,431.302,608.471,781.625,951.024
505-1,1,2,3,4,5,15.3831,30.7467,46.0909,61.4159,76.7216,572.124,1108.85,1644.89,2180.26,2714.96,13.7052,26.5624,39.4034,52.2283,65.037,148.1,287.036,425.797,564.383,702.796
506-1,1,2,3,4,5,36.4454,72.8898,109.333,145.776,182.217,233.305,451.458,669.606,887.748,1105.88,14.353,27.7738,41.1943,54.6145,68.0342,70.076,135.601,201.125,266.646,332.166
507-1,1,2,3,4,5,33.8729,67.7305,101.573,135.4,169.212,2839.64,5627.59,8414.29,11199.7,13983.9,123.817,245.381,366.89,488.344,609.743,791.89,1569.37,2346.49,3123.27,3899.7
508-1,1,2,3,4,5,26.1611,52.2932,78.3963,104.471,130.516,1147.49,2266.24,3383.75,4500.02,5615.07,43.2509,85.4183,127.539,169.613,211.641,311.371,614.942,918.177,1221.08,1523.64
509-1,1,2,3,4,5,10.4999,20.9957,31.4872,41.9745,52.4576,439.594,834.523,1229.29,1623.91,2018.36,23.1624,43.9714,64.7721,85.5644,106.348,215.361,408.84,602.242,795.566,988.813
510-1,1,2,3,4,5,7.15725,14.2996,21.4273,28.5403,35.6387,817.181,1526.53,2234.4,2940.83,3645.8,12.1504,22.6974,33.2227,43.7262,54.2083,310.241,579.542,848.287,1116.48,1384.12
511-1,1,2,3,4,5,44.6684,88.8999,132.707,176.102,219.095,5058.52,10037.8,14969.4,19854.5,24694.4,275.342,546.372,814.802,1080.71,1344.15,1227.91,2436.59,3633.67,4819.49,5994.34
512-1,1,2,3,4,5,48.2631,96.4999,144.71,192.894,241.052,348.302,685.837,1023.19,1360.36,1697.34,19.2482,37.9015,56.5446,75.1776,93.8003,304.306,599.205,893.943,1188.52,1482.94
513-1,1,2,3,4,5,34.9414,69.8675,104.778,139.673,174.553,384.417,753.555,1122.53,1491.34,1859.99,27.9958,54.8789,81.7502,108.61,135.457,151.044,296.085,441.062,585.975,730.825
514-1,1,2,3,4,5,11.6638,21.7877,30.8569,39.1452,46.8251,827.152,1477.08,2059.3,2591.39,3084.42,46.7432,83.4715,116.373,146.442,174.304,247.942,442.761,617.283,776.778,924.566
515-1,1,2,3,4,5,8.80859,17.0117,24.7194,32.0118,38.9496,170.775,308.751,438.392,561.049,677.742,6.42012,11.6072,16.4809,21.0921,25.4791,45.797,82.7982,117.564,150.458,181.751
516-1,1,2,3,4,5,29.0498,57.7984,86.2552,114.429,142.327,371.032,723.958,1073.3,1419.17,1761.66,19.7884,38.6111,57.2428,75.6889,93.9551,100.041,195.2,289.393,382.649,474.994
517-1,1,2,3,4,5,2.99412,5.02715,6.67343,8.09437,9.36303,287.226,444.81,572.416,682.555,780.891,12.4525,19.2844,24.8167,29.5917,33.855,149.921,232.173,298.779,356.267,407.594
518-1,1,2,3,4,5,14.3528,28.7037,43.0529,57.4002,71.7457,175.036,333.06,491.063,649.047,807.011,6.50961,12.3865,18.2627,24.1381,30.0128,75.5833,143.82,212.049,280.269,348.48
